displayUserNick,auctionSku,rateDate,rateContent
夏***2,颜色分类:35 浅褐色;尺码:160/70A/L,2021-02-26 12:26:28,裙型很好，面料挺不易皱，长度到小腿之间
张***3,颜色分类:35 浅褐色;尺码:160/70A/L,2021-02-26 11:17:11,他家衣服质量嗨可以，价格适中，搞活动更好，推荐，他家衣服质量嗨可以，价格适中，搞活动更好，推荐，他家衣服质量嗨可以，价格适中，搞活动更好，推荐，他家衣服质量嗨可以，价格适中，搞活动更好，推荐，他家衣服质量嗨可以，价格适中，搞活动更好，推荐，他家衣服质量嗨可以，价格适中，搞活动更好，推荐，
生***割,颜色分类:04 烟灰色;尺码:160/70A/L,2021-02-25 17:22:14,好看的很，特别满意，好评必须好评细节非常完美，整体来说真的很不错。性价比很高，下次还会继续光顾！
l***7,颜色分类:04 烟灰色;尺码:160/66A/M,2021-02-24 20:02:13,158/53 合适，大方显瘦，最主要舒服好看。
吃***咪,颜色分类:04 烟灰色;尺码:160/66A/M,2021-02-23 18:30:03,很喜欢
t***0,颜色分类:04 烟灰色;尺码:160/70A/L,2021-02-23 10:07:39,非常复古好看，颜色百搭，性价比高
还***的,颜色分类:04 烟灰色;尺码:160/70A/L,2021-02-23 07:59:56,大小合适，颜色漂亮
还***的,颜色分类:35 浅褐色;尺码:160/70A/L,2021-02-23 07:58:08,非常喜欢，还想要其他颜色的
w***0,颜色分类:04 烟灰色;尺码:160/70A/L,2021-02-22 15:36:09,好
可***宝,颜色分类:35 浅褐色;尺码:160/70A/L,2021-02-22 09:56:18,裙子非常的漂亮，特别喜欢那个格纹，颜色好看，穿在身上显瘦。
w***4,颜色分类:35 浅褐色;尺码:160/70A/L,2021-02-21 13:31:57,蹲褐色结果犹豫了一下秒没了，拍了最后一条这个颜色结果意外好看。L 穿出来主图效果但腰有点大，去店里试了一下M的灰色腰又紧了。踏实留了L，又为它下单了一条腰带。
淘***a,颜色分类:04 烟灰色;尺码:160/70A/L,2021-02-21 12:01:19,很好。
j***c,颜色分类:04 烟灰色;尺码:160/66A/M,2021-02-20 16:51:49,此用户没有填写评论!
下***叫,颜色分类:35 浅褐色;尺码:155/62A/S,2021-02-20 14:53:58,很高级的样子
李***2,颜色分类:35 浅褐色;尺码:160/70A/L,2021-02-20 11:26:31,好
可***刘,颜色分类:35 浅褐色;尺码:155/62A/S,2021-02-18 22:19:56,买的时候149现在99，忧伤，162/106，平常穿S合适这款S腰很紧，莫非过年吃胖了？
女***买,颜色分类:04 烟灰色;尺码:160/66A/M,2021-02-18 19:56:03,99到手，满意
家***女,颜色分类:35 浅褐色;尺码:160/70A/L,2021-02-17 14:05:31,很好，很喜欢。
i***c,颜色分类:04 烟灰色;尺码:160/70A/L,2021-02-15 18:53:23,此用户没有填写评论!
n***y,颜色分类:04 烟灰色;尺码:160/66A/M,2021-02-15 14:05:37,好看，68的腰围穿刚好
l***8,颜色分类:04 烟灰色;尺码:155/62A/S,2021-02-15 02:40:37,165！54公斤、合适
脸***爱,颜色分类:04 烟灰色;尺码:160/66A/M,2021-02-14 13:26:12,还可以
t***2,颜色分类:04 烟灰色;尺码:160/70A/L,2021-02-14 10:51:31,好
d***a,颜色分类:04 烟灰色;尺码:160/70A/L,2021-02-14 10:38:30,好👌
小***7,颜色分类:35 浅褐色;尺码:160/70A/L,2021-02-12 11:22:20,冬天温暖的颜色，尤其看了某书，贪心留下来
小***7,颜色分类:04 烟灰色;尺码:160/70A/L,2021-02-12 11:22:20,灰色好搭配，160高，怎么感觉长呢
沸***9,颜色分类:04 烟灰色;尺码:155/62A/S,2021-02-11 11:27:22,刚拿到手就又降价50，不过裙子还是蛮不错的
云***3,颜色分类:35 浅褐色;尺码:160/70A/L,2021-02-11 00:34:16,差评，还没穿就降价50元！
z***灵,颜色分类:04 烟灰色;尺码:155/62A/S,2021-02-10 18:20:17,物美价廉，活动时候买很划算。
h***8,颜色分类:04 烟灰色;尺码:160/66A/M,2021-02-10 10:39:23,164     54买的M码，第一次买格子裙子，穿着刚刚合适，非常满意，可以说是近期买到最满意的一条裙子了。
w***r,颜色分类:04 烟灰色;尺码:160/66A/M,2021-02-09 22:16:27,优衣库的衣服，我有好多，品质保证。话不多说，上图
s***e,颜色分类:36 褐色;尺码:160/70A/L,2021-02-08 14:32:06,腰围稍宽，其他的都很好
h***8,颜色分类:66 蓝色;尺码:155/62A/S,2021-02-08 09:39:57,尺码合适，颜色很好
w***l,颜色分类:04 烟灰色;尺码:160/70A/L,2021-02-07 19:03:55,五星是自动收货评价的。收到货时裙子上有跳线，和客服联系，总是机器人回复，人工客服留言时，我提问，又开始机器人回复，真无语。
j***8,颜色分类:04 烟灰色;尺码:160/66A/M,2021-02-07 18:04:58,很划算，也好看
兰***8,颜色分类:35 浅褐色;尺码:155/62A/S,2021-02-07 15:21:30,挺别致的款式，很显腰身，梨型身材穿没想到挺好看，可以穿得久应该
t***q,颜色分类:04 烟灰色;尺码:160/66A/M,2021-02-07 13:40:00,挺好的
梦***6,颜色分类:04 烟灰色;尺码:160/66A/M,2021-02-06 23:08:18,忽然想买了，喜欢的颜色没码了，灰色也可
玉***8,颜色分类:35 浅褐色;尺码:160/66A/M,2021-02-06 19:33:49,买了二个色号 依然美丽
骏***8,颜色分类:66 蓝色;尺码:160/70A/L,2021-02-06 08:53:02,还没穿
d***雪,颜色分类:35 浅褐色;尺码:160/70A/L,2021-02-05 22:06:23,穿着正好！很好看！漂亮！
s***7,颜色分类:04 烟灰色;尺码:155/62A/S,2021-02-04 19:40:24,身高161cm，体重49kg，肩宽37cm，胸围80cm，腰围68cm，臀围88cm。 完美，正好。穿着效果和模特一样。
y***6,颜色分类:04 烟灰色;尺码:160/66A/M,2021-02-04 19:22:05,裙子做工好，合身好看。
f***4,颜色分类:35 浅褐色;尺码:160/70A/L,2021-02-04 13:10:30,挺好
我***香,颜色分类:04 烟灰色;尺码:160/66A/M,2021-02-03 10:48:43,关注了很久的裙子，只有双十一二129，其他都是149，怕没有码了，买了烟灰色的，这裙子很显瘦 只要尺码买对，很遮肚腩。好看显气质。
心***2,颜色分类:66 蓝色;尺码:155/62A/S,2021-02-02 21:59:45,买了三个颜色，都可以。就是比双十一贵20，有点不开心
