displayUserNick,auctionSku,rateDate,rateContent
深***树,颜色分类:52 翠绿色;尺码:170/76A,2021-02-27 13:43:56,完美，腰围85.担心腰围会小，买的170穿上刚合适。
v***5,颜色分类:24 亮橙色;尺码:160/66A,2021-02-27 12:47:08,感觉不是橘色的，像大地色，但是也好看
陈***格,颜色分类:30 浅米色;尺码:150/58A,2021-02-26 21:16:44,有色差，有点像是浅绿色
旖***6,颜色分类:24 亮橙色;尺码:150/56A,2021-02-26 14:37:53,很好看
半***9,颜色分类:24 亮橙色;尺码:150/56A,2021-02-26 10:46:45,非常好看的颜色，很喜欢
出***2,颜色分类:52 翠绿色;尺码:160/70A,2021-02-26 00:08:12,裙子还可以。裙子还可以。裙子还可以。裙子还可以。裙子还可以。裙子还可以。裙子还可以。裙子还可以。裙子还可以。裙子还可以。裙子还可以。裙子还可以。裙子还可以。裙子还可以。裙子还可以。
l***9,颜色分类:24 亮橙色;尺码:165/74A,2021-02-25 23:31:47,非常柔和的颜色，好看
e***i,颜色分类:52 翠绿色;尺码:155/64A,2021-02-25 18:35:55,感觉有点老气。
栀***色,颜色分类:30 浅米色;尺码:155/64A,2021-02-25 17:15:12,跟着小红书安娜博主买的，很好看，版型也好，颜色是带点绿的米色，颜色很特别
火***9,颜色分类:30 浅米色;尺码:155/64A,2021-02-25 11:51:07,裙子有点大
l***6,颜色分类:52 翠绿色;尺码:150/58A,2021-02-24 22:04:23,这个绿色真的好好看，配白色上衣很漂亮
y***3,颜色分类:30 浅米色;尺码:155/62A,2021-02-24 19:50:21,挺好看
爱***藤,颜色分类:52 翠绿色;尺码:160/70A,2021-02-24 15:15:17,162 ，118，买了160/70码，腰大了一丢丢，其他合适。
李***当,颜色分类:24 亮橙色;尺码:165/74A,2021-02-24 14:55:18,挺好
郑***3,颜色分类:09 黑色;尺码:150/56A,2021-02-24 13:04:33,衣服很高级，强烈推荐，商务休闲都可搭，价格美丽，喜欢
f***n,颜色分类:30 浅米色;尺码:160/66A,2021-02-23 22:28:42,这个米色有点偏绿，腰部前面薄后面厚实，160CM107斤，过年长胖了，穿起来一点都不显大肚子和胯，这个设计满分。
m***1,颜色分类:24 亮橙色;尺码:150/58A,2021-02-23 07:14:42,尺码偏大，除了显小肚子一切都好
彩***咪,颜色分类:65 宝蓝色;尺码:150/58A,2021-02-22 20:23:19,貌似这款裙子会火，前几年就看到各品牌都有这款式但材质都不好，没敢买价格又不便宜，优衣库这款性价比很高，想买XS蓝色已经没货了，买了S腰有点肥可以吧衬衫塞进去，等着打折可能就没号了
