displayUserNick,auctionSku,rateDate,rateContent
j***x,颜色分类:64 湖蓝色;尺码:155/62A/S,2021-02-10 08:21:12,保暖舒适又好看
l***i,颜色分类:09 黑色;尺码:160/70A/L,2020-12-21 11:56:43,洗完后穿感觉有些大了，可以选小一个号 版型很不错，质地也也柔软
a***1,颜色分类:09 黑色;尺码:155/62A/S,2020-12-20 09:48:15,好看并且显瘦，就是很粘毛，起球也严重，要小心穿才可以。
r***e,颜色分类:09 黑色;尺码:160/66A/M,2020-12-17 23:04:39,超级好看 非常适合梨形身材
w***9,颜色分类:09 黑色;尺码:160/70A/L,2020-12-11 17:32:17,喜欢这个，便宜，舒适
w***9,颜色分类:09 黑色;尺码:160/70A/L,2020-12-11 17:31:21,买第二条了，第一条399买的，喜欢这个版型
f***7,颜色分类:09 黑色;尺码:155/62A/S,2020-12-08 11:34:47,柔软，弹性好！非常棒~
z***1,颜色分类:09 黑色;尺码:160/70A/L,2020-12-03 14:24:03,收到货，一直没试穿，相信优衣库
p***a,颜色分类:09 黑色;尺码:160/66A/M,2020-12-02 22:33:09,此用户没有填写评论!
y***o,颜色分类:09 黑色;尺码:160/70A/L,2020-12-02 18:12:20,"很好穿,很不错"
小***2,颜色分类:09 黑色;尺码:160/70A/L,2020-11-23 08:09:18,舒适，显瘦，温暖，百搭，优雅
朦***3,颜色分类:09 黑色;尺码:160/70A/L,2020-11-20 17:19:57,轻薄柔软细腻，关键是没有接缝
赵***7,颜色分类:39 棕黑色;尺码:160/66A/M,2020-11-14 11:30:47,很舒服，版型很好，颜色也百搭。
s***9,颜色分类:09 黑色;尺码:160/66A/M,2020-11-06 07:43:47,羊毛的很暖和，版型很不错
f***g,颜色分类:39 棕黑色;尺码:160/66A/M,2020-10-18 12:43:35,做工不错  版型很好  穿上显瘦舒服  全羊毛  长度厚度合适  百搭款   不容错过
d***5,颜色分类:09 黑色;尺码:160/66A/M,2020-10-16 15:40:54,此用户没有填写评论!
小***9,颜色分类:39 棕黑色;尺码:155/62A/S,2020-10-02 19:29:57,整体评价：随身的款式，虽然是散摆的裙子，但是因为材质特别柔软，所以很显体型。。。小肚子。。假胯宽什么的，一览无余，搭配宽松点的长款毛衣穿吧。 因为材质好，很舒服，留下了。搭配用吧&hellip; 面料材质：柔软，轻薄，舒适  我的身高体重：170，55kg
t***1,颜色分类:09 黑色;尺码:160/66A/M,2020-09-28 17:43:43,身高165，体重53kg，腰围68，买的160/66A的码。我最看中的是这个3D技术，裙子内部没有缝合的痕迹。
