displayUserNick,auctionSku,rateDate,rateContent
c***g,颜色分类:01 乳白色;尺寸:160/70A,2021-02-25 08:30:39,有点偏大，买27好像又太紧，一如既往的高质量，不是漂白的颜色，有质感！
心***5,颜色分类:09 黑色;尺寸:170/82A,2021-02-25 08:01:00,身高168体重160斤穿170正合适，裤子够长，弹性大，穿着舒服
1***2,颜色分类:09 黑色;尺寸:170/82A,2021-02-25 07:14:50,整体评价：高弹，质量不错 厚薄度：脱去冬天棉裤光腿穿正好 上身效果：很修身
南***兮,颜色分类:67 海蓝色;尺寸:175/86B,2021-02-24 20:46:43,不错
r***y,颜色分类:09 黑色;尺寸:160/66A,2021-02-24 10:35:43,好评
x***7,颜色分类:09 黑色;尺寸:155/62A,2021-02-24 00:20:37,好评
x***8,颜色分类:09 黑色;尺寸:160/66A,2021-02-23 13:18:07,还是不错的
t***6,颜色分类:67 海蓝色;尺寸:175/86B,2021-02-23 08:30:46,还好，穿着舒服
灵***媚,颜色分类:67 海蓝色;尺寸:170/82A,2021-02-22 22:22:31,一直穿优衣库的衣服，这是最差的一条，在实体店买过同款，质量弹性不一样，网上买的明显容易鼓包&hellip;&hellip;最重要的是气味很大，之前在店里买过N多条裤子从来没有哪一条有味儿！
y***o,颜色分类:67 海蓝色;尺寸:165/74A,2021-02-22 09:13:00,裤型非常好，属于高腰但略低或平于肚脐。裤腿稍长于同号牛仔裤。67，69色都适合穿浅色系低帮休闲鞋，运动鞋。
小***3,颜色分类:69 藏青色;尺寸:160/68A,2021-02-14 10:46:48,好穿，洗的时候退色挺厉害的，穿的时候不会
华***铺,颜色分类:69 藏青色;尺寸:170/82A,2021-02-09 21:29:07,优衣库的品质是没有话说的
f***d,颜色分类:67 海蓝色;尺寸:160/70A,2021-02-05 21:26:17,长度很喜欢，显瘦，身高170，体重120，给各位参考
c***美,颜色分类:09 黑色;尺寸:175/86B,2021-02-03 19:15:41,穿着很舒服，特别显瘦
h***3,颜色分类:01 乳白色;尺寸:160/68A,2021-02-03 12:48:03,一切都好，大腿粗慎买，显粗
周***0,颜色分类:67 海蓝色;尺寸:175/90B,2021-02-01 15:56:39,买大了 裤腰大到能当松紧裤穿 穿过几次 也洗过几次了 依然掉色严重
s***0,颜色分类:09 黑色;尺寸:165/74A,2021-01-30 20:04:45,好评，穿着舒服
t***6,颜色分类:67 海蓝色;尺寸:160/66A,2021-01-26 20:54:20,裤子太长了，需手动截裤边
t***6,颜色分类:09 黑色;尺寸:160/64A,2021-01-26 20:54:19,太长了，需手动截裤边。
c***0,颜色分类:67 海蓝色;尺寸:170/82A,2021-01-25 21:43:06,东西，物流没问题。 很多次了，购物完全是自助，找不到客服，好不容易有回音了，说了，对方又不理解，所答非所问，无法沟通
小***x,颜色分类:69 藏青色;尺寸:175/90B,2021-01-22 11:36:11,买肥了，但是裤长够
不***爱,颜色分类:09 黑色;尺寸:165/76A,2021-01-20 21:35:37,身高175，体重145，里面可以穿保暖裤。但感觉面料比较松，不知道会不会鼓包
我***在,颜色分类:67 海蓝色;尺寸:160/66A,2021-01-20 15:47:20,就非常好
x***a,颜色分类:67 海蓝色;尺寸:170/82A,2021-01-14 21:45:01,穿着很舒服
y***6,颜色分类:67 海蓝色;尺寸:170/82A,2021-01-06 10:49:08,腰部尺码很宽松，小腿部分比较瘦，弹性超好，配靴子很合适
c***n,颜色分类:67 海蓝色;尺寸:165/74A,2021-01-04 09:31:44,质量好，长度太稀饭了
今***6,颜色分类:67 海蓝色;尺寸:160/68A,2021-01-02 11:53:16,刚买就降价太多
t***7,颜色分类:67 海蓝色;尺寸:160/64A,2021-01-01 00:55:13,有点软有点松
h***o,颜色分类:01 乳白色;尺寸:160/68A,2020-12-31 21:38:44,特好穿，这个价超值，捡漏。
段***琪,颜色分类:09 黑色;尺寸:175/90B,2020-12-30 00:09:32,不错
米***8,颜色分类:67 海蓝色;尺寸:160/66A,2020-12-28 13:19:11,很好
小***佳,颜色分类:09 黑色;尺寸:165/76A,2020-12-27 12:11:44,黑色裤子感觉没有蓝色的软
越***晴,颜色分类:67 海蓝色;尺寸:175/86B,2020-12-26 21:28:49,长度很好，臀围有点大，胖子表示已经非常满意了，我爱优衣库
跳***水,颜色分类:09 黑色;尺寸:165/76A,2020-12-26 18:42:13,非常好，173高，135重，裤腿稍肥，裤腰正好，裤长稍短，可能是高腰的原因，弹力很好，我是腰粗腿细的类型，生完孩子腰更粗了，我觉得没生宝宝的女孩子可以穿再小一码，给集美们做参考
k***0,颜色分类:67 海蓝色;尺寸:160/66A,2020-12-25 16:37:36,好穿，弹性好，号码合适
c***t,颜色分类:09 黑色;尺寸:170/82A,2020-12-25 10:28:59,会掉色，也会变形，我原价买的，感觉根本不值300
l***9,颜色分类:01 乳白色;尺寸:175/90B,2020-12-18 08:58:36,版型漂亮，贴身不紧绷。面料柔软，穿着舒适。满意。
l***9,颜色分类:67 海蓝色;尺寸:175/90B,2020-12-18 08:58:36,版型漂亮，贴身不紧绷。面料柔软，穿着舒适。满意。
最***3,颜色分类:67 海蓝色;尺寸:170/82A,2020-12-15 11:30:26,裤子尺码不合适 身高175体重140 穿170的裤子还很肥  165的裤子裤长又不够😂
浅***笑,颜色分类:69 藏青色;尺寸:170/82A,2020-12-13 09:38:12,裤长太感人了！身高172穿上还挽了两下～
p***l,颜色分类:67 海蓝色;尺寸:175/86B,2020-12-08 10:08:42,版型很好，就是买肥了
小***佳,颜色分类:67 海蓝色;尺寸:170/82A,2020-12-03 09:19:34,大**裤子只有网上有 版型很好 身高175够长！为了加秋裤买大一码 弹性很好
