,title,link,product_id,product_price,sale-num,comment_num
0,優衣庫女裝運動連帽連衣裙(長袖衛衣)437274UNIQLO,//detail.tmall.com/item.htm?id=632640343225,632640343225,149.00,1996,182
1,優衣庫女裝(UT)JoyofPrint雪紡打褶連衣裙(七分袖)433653,//detail.tmall.com/item.htm?id=635253508327,635253508327,299.00,5277,500
2,優衣庫【設計師合作款】女裝AIRism棉混紡A字型長連衣裙436666,//detail.tmall.com/item.htm?id=635146370614,635146370614,149.00,2567,188
3,優衣庫【設計師合作款】女裝花式印花吊帶連衣裙倪妮同款436246,//detail.tmall.com/item.htm?id=634851904708,634851904708,299.00,1537,83
4,優衣庫女裝花式襯衫式連衣裙(長袖)433651UNIQLO,//detail.tmall.com/item.htm?id=632539985582,632539985582,299.00,556,48
5,優衣庫女裝花式襯衫式條紋連衣裙(長袖)436063UNIQLO,//detail.tmall.com/item.htm?id=633234858993,633234858993,299.00,209,22
6,優衣庫女裝3D全棉喇叭連衣裙(長袖)433676UNIQLO,//detail.tmall.com/item.htm?id=633161199692,633161199692,399.00,93,6
7,優衣庫女裝絲光棉喇叭連衣裙(短袖)437028UNIQLO,//detail.tmall.com/item.htm?id=635859433863,635859433863,149.00,40,2
8,優衣庫女裝印花V領喇叭連衣裙(短袖)438721UNIQLO,//detail.tmall.com/item.htm?id=637181701660,637181701660,299.00,483,31
9,優衣庫女裝V領喇叭連衣裙(短袖)439775UNIQLO,//detail.tmall.com/item.htm?id=636824980713,636824980713,299.00,421,25
10,優衣庫女裝3D全棉喇叭連衣裙(法式袖）437029UNIQLO,//detail.tmall.com/item.htm?id=637568140743,637568140743,399.00,50,2
11,優衣庫女裝羅紋側開叉長連衣裙(短袖)435407UNIQLO,//detail.tmall.com/item.htm?id=632569952033,632569952033,149.00,1758,158
12,優衣庫女裝羅紋方領連衣裙(無袖)435408UNIQLO,//detail.tmall.com/item.htm?id=632571476790,632571476790,149.00,269,35
13,優衣庫女裝(UT)JoyofPrint雪紡蝴蝶結領長連衣裙(七分袖)429433,//detail.tmall.com/item.htm?id=620340888148,620340888148,299.00,356,19
14,優衣庫女裝(UT)JoyofPrint打褶連衣裙(七分袖)438275UNIQLO,//detail.tmall.com/item.htm?id=635932006740,635932006740,299.00,3834,269
15,優衣庫女裝(UT)JoyofPrint雪紡打褶連衣裙(七分袖)433653,//detail.tmall.com/item.htm?id=635253508327,635253508327,299.00,5277,500
16,優衣庫女裝麻混紡A字型長連衣裙(無袖)433662,//detail.tmall.com/item.htm?id=638457190726,638457190726,249.00,55,0
17,優衣庫女裝麻混紡連衣裙(短袖)433661UNIQLO,//detail.tmall.com/item.htm?id=637362578330,637362578330,249.00,235,15
18,優衣庫女裝花式吊帶連體裝435895UNIQLO,//detail.tmall.com/item.htm?id=637034573070,637034573070,299.00,94,5
19,優衣庫女裝花式針織連體短褲(短袖)433673UNIQLO,//detail.tmall.com/item.htm?id=637860189711,637860189711,199.00,74,4
20,優衣庫女裝花式針織印花連體短褲(短袖)436755UNIQLO,//detail.tmall.com/item.htm?id=637502048124,637502048124,199.00,77,4
21,優衣庫女裝麻混紡V領吊帶連體裝438259UNIQLO,//detail.tmall.com/item.htm?id=637860045936,637860045936,249.00,207,9
22,【設計師合作款】女裝+J襯衫式連衣裙廓形436180,//detail.tmall.com/item.htm?id=628168317852,628168317852,399.00,1957,216
23,優衣庫【設計師合作款】女裝MarimekkoA字型連衣裙(印花)438137,//detail.tmall.com/item.htm?id=631929987608,631929987608,199.00,199,13
24,優衣庫【設計師合作款】女裝花式吊帶連衣裙436226UNIQLO,//detail.tmall.com/item.htm?id=635217593841,635217593841,299.00,494,26
25,優衣庫【設計師合作款】女裝花式印花吊帶連衣裙倪妮同款436246,//detail.tmall.com/item.htm?id=634851904708,634851904708,299.00,1537,83
26,優衣庫【設計師合作款】女裝AIRism棉混紡A字型長連衣裙436666,//detail.tmall.com/item.htm?id=635146370614,635146370614,149.00,2567,188
27,優衣庫【設計師合作款】女裝花式襯衫式長連衣裙(長袖)437134,//detail.tmall.com/item.htm?id=635464731255,635464731255,399.00,1533,107
28,優衣庫【設計師合作款】女裝花式打褶連衣裙(短袖)436224,//detail.tmall.com/item.htm?id=635213093453,635213093453,399.00,344,13
29,優衣庫【設計師合作款】女裝花式印花無袖連衣裙436244UNIQLO,//detail.tmall.com/item.htm?id=635858059527,635858059527,399.00,54,4
30,優衣庫【設計師合作款】女裝花式開領連衣裙(短袖)436221,//detail.tmall.com/item.htm?id=635533494202,635533494202,399.00,430,26
31,優衣庫【設計師合作款】女裝花式印花開領連衣裙(短袖)436240,//detail.tmall.com/item.htm?id=634853248390,634853248390,399.00,265,10
32,優衣庫【設計師合作款】女裝雪紡打褶長連衣裙(短袖)436228,//detail.tmall.com/item.htm?id=635213265385,635213265385,399.00,266,16
33,優衣庫【設計師合作款】女裝雪紡打褶長連衣裙(短袖)436249,//detail.tmall.com/item.htm?id=635217457593,635217457593,399.00,268,16
34,優衣庫女裝絲光棉迷你連衣裙(短袖)433670UNIQLO,//detail.tmall.com/item.htm?id=632574536620,632574536620,149.00,187,18
35,優衣庫女裝華夫格圓領連衣裙(長袖)437275UNIQLO,//detail.tmall.com/item.htm?id=635932298284,635932298284,149.00,590,64
36,優衣庫女裝絲光棉T恤式連衣裙(短袖)437276UNIQLO,//detail.tmall.com/item.htm?id=637361866313,637361866313,149.00,898,70
37,優衣庫女裝側開叉吊帶長連衣裙438626UNIQLO,//detail.tmall.com/item.htm?id=637859921374,637859921374,199.00,144,4
38,優衣庫女裝吊帶連衣裙433826UNIQLO,//detail.tmall.com/item.htm?id=622997534757,622997534757,99.00,975,80
39,優衣庫女裝運動連帽連衣裙(長袖衛衣)432248UNIQLO,//detail.tmall.com/item.htm?id=630557181865,630557181865,99.00,15461,1540
40,優衣庫合作款女裝Marimekko美利奴羊毛混紡A字型連衣裙436050,//detail.tmall.com/item.htm?id=631928775638,631928775638,199.00,912,81
41,優衣庫【設計師合作款】女裝燈芯絨立領連衣裙(長袖)430970,//detail.tmall.com/item.htm?id=624562188072,624562188072,149.00,1781,206
42,優衣庫女裝3D全棉燈籠袖連衣裙(長袖)429449UNIQLO,//detail.tmall.com/item.htm?id=636182495631,636182495631,99.00,6917,811
43,優衣庫女裝針織船領喇叭連衣裙(長袖)429446UNIQLO,//detail.tmall.com/item.htm?id=625626628747,625626628747,149.00,1007,114
44,優衣庫女裝3D羊毛混紡燈籠袖連衣裙(長袖)432327UNIQLO,//detail.tmall.com/item.htm?id=633903976297,633903976297,99.00,4468,486
45,優衣庫女裝花式喬其紗喇叭連衣裙(七分袖)437625UNIQLO,//detail.tmall.com/item.htm?id=636868108904,636868108904,149.00,2094,64
46,優衣庫女裝花式連衣裙(長袖)429432UNIQLO,//detail.tmall.com/item.htm?id=619742405633,619742405633,149.00,12382,1069
47,優衣庫【設計師合作款】女裝Marimekko全棉A字型連衣裙427924,//detail.tmall.com/item.htm?id=617392587460,617392587460,149.00,11004,104
48,優衣庫女裝(UT)FurryFriends運動連衣裙(長袖衛衣)431302,//detail.tmall.com/item.htm?id=627034741458,627034741458,99.00,4009,449
49,優衣庫女裝souffleyarn兩翻領連衣裙(長袖)429451UNIQLO,//detail.tmall.com/item.htm?id=634578010478,634578010478,149.00,4306,461
50,優衣庫【設計師合作款】女裝打褶連衣裙(長袖)431750,//detail.tmall.com/item.htm?id=626362424860,626362424860,149.00,1647,172
