displayUserNick,auctionSku,rateDate,rateContent
晴***1,颜色分类:09 黑色;尺码:155/80A/S,2021-02-27 14:03:16,这个黑色很惊喜，穿着也像白色那么透，看着也更有型！非常满意！
晴***1,颜色分类:01 乳白色;尺码:155/80A/S,2021-02-27 11:35:27,白色的很透哈，需要穿打底，春夏穿应该很合适，正好想要个薄款长袖，这款正好满足哈！
j***q,颜色分类:09 黑色;尺码:160/88A/L,2021-02-26 23:07:57,这个衬衫码偏大，平常U家衬衣买XL，这次买了L，太赞了！
潘***中,颜色分类:09 黑色;尺码:160/84A/M,2021-02-25 22:30:16,可以，很优秀，黑色比白色有质感，尺码偏大，平时优衣库买L的，这件M合适。PS 175 110
入***分,颜色分类:09 黑色;尺码:155/80A/S,2021-02-24 08:19:17,好
t***e,颜色分类:09 黑色;尺码:160/84A/M,2021-02-24 00:12:12,整体评价：好看 尺码推荐：买平时码稍大一点点，但真丝灯笼袖大一点好看 厚薄度：薄 面料品质：真丝
t***t,颜色分类:01 乳白色;尺码:160/84A/M,2021-02-23 19:38:10,平时买160/88，根据页面提示，买小一码，非常合适，无敌好看！肩膀厚者慎拍。
e***n,颜色分类:09 黑色;尺码:160/84A/M,2021-02-23 09:34:59,偏大
雏***莉,颜色分类:01 乳白色;尺码:155/80A/S,2021-02-21 17:34:08,整体评价：好 面料品质：好
t***7,颜色分类:09 黑色;尺码:155/80A/S,2021-02-21 09:40:24,非常喜欢
t***7,颜色分类:01 乳白色;尺码:155/80A/S,2021-02-21 09:39:52,好看，但是太透，比平时小一码即可
c***0,颜色分类:09 黑色;尺码:160/84A/M,2021-02-20 14:21:07,尺码推荐：就是有点大了 面料品质：不错哦 上身效果：好 厚薄度：穿着薄厚适中舒服
z***5,颜色分类:01 乳白色;尺码:170/100B/XXL,2021-02-17 12:37:53,还行
z***2,颜色分类:09 黑色;尺码:160/84A/M,2021-02-15 13:47:50,太帅了 168，114斤。非常合身
晴***1,颜色分类:72 蓝紫色;尺码:155/80A/S,2021-02-14 22:46:37,这颜色很少见，就留下来了！白天看着有点老气，晚上点那个光之下看着不错，很有质感！又下单来了一黑一白，黑色的比白色的好看，白色的针脚眼看起来比较大，黑色的因为颜色原因不明显，材料个人感觉还行吧！穿着比较舒服就是有静电！
麻***柿,颜色分类:72 蓝紫色;尺码:165/92A/XL,2021-02-14 16:42:37,阔版大气 版型颜色都是超级美 跟普通真丝衣服感觉质地不同更像雪纺 爱不释手
蓦***念,颜色分类:09 黑色;尺码:160/84A/M,2021-02-14 10:38:23,肩袖接缝处会有点翘，别的都挺好
m***u,颜色分类:01 乳白色;尺码:155/80A/S,2021-02-12 20:22:12,建议买小一码
小***噜,颜色分类:01 乳白色;尺码:155/80A/S,2021-02-12 16:28:51,非常好看 满满高级感
l***e,颜色分类:09 黑色;尺码:155/80A/S,2021-02-10 18:04:17,黑色太绝了，妹妹们买黑色，之前买了一个白色的，透就不说了，总感觉穿上不好看，这个黑色也是看网友说好看，就抱着试试的心态买了，没想到意外的好看！颜色不一样差别这么大！
馥***r,颜色分类:01 乳白色;尺码:160/84A/M,2021-02-09 12:23:08,不知道怎么做的品控，买回来领口和袖口都有很大的汗味，也没有衣架，叠得很小放在一个小袋子里? 别人退过的货还散发着汗臭...退货退货
b***4,颜色分类:09 黑色;尺码:165/92A/XL,2021-02-08 16:53:51,款式好看比较宽松，选小一码感觉还是很宽松，真丝面料还是宽松些好。个人感觉质地也不错，下了一次水自然悬挂，干了后不需熨烫，不缩水不变形不褪色。唯一的缺点是落肩袖穿起来比较显胖，让裁缝修改了一下。
芋***l,颜色分类:01 乳白色;尺码:155/80A/S,2021-02-08 14:43:13,衣服有点薄，但是款式还可以
熊***宝,颜色分类:01 乳白色;尺码:150/76A/XS,2021-02-06 22:20:46,一直售罄一直等，终于买到了
m***9,颜色分类:72 蓝紫色;尺码:160/88A/L,2021-02-06 13:45:47,整体评价：null 尺码推荐：null 厚薄度：null 面料品质：null 上身效果：null
i***u,颜色分类:01 乳白色;尺码:155/80A/S,2021-02-06 10:51:41,略贵但是好看，后期打理可能麻烦
i***u,颜色分类:09 黑色;尺码:155/80A/S,2021-02-06 10:51:41,略贵但是好看，后期打理可能麻烦
l***6,颜色分类:09 黑色;尺码:155/80A/S,2021-02-06 09:55:13,面料没有想象中那么好
j***宝,颜色分类:01 乳白色;尺码:155/80A/S,2021-02-06 09:20:31,好看的，不过码数偏大
何***为,颜色分类:01 乳白色;尺码:160/84A/M,2021-02-03 18:25:29,码数偏大。
c***i,颜色分类:09 黑色;尺码:155/80A/S,2021-02-03 15:17:40,黑白色都买了，总的来说质量一般，看在样式上留了黑色，好真丝果然还是要上千才行。
元***布,颜色分类:01 乳白色;尺码:150/76A/XS,2021-02-02 15:18:08,宽松款，&times;s还肥大，领子袖子好看
y***a,颜色分类:09 黑色;尺码:155/80A/S,2021-02-01 14:03:21,还不错，是真丝的
懒***m,颜色分类:01 乳白色;尺码:160/84A/M,2021-01-31 11:06:24,先买了黑色，又收了白色，白色有点透
t***l,颜色分类:01 乳白色;尺码:155/80A/S,2021-01-31 10:32:30,果然好大，而且看上去摸上去材质都不怎么像真丝，看穿着怎么样吧
瑞***葵,颜色分类:01 乳白色;尺码:155/80A/S,2021-01-30 13:13:44,还可以，留下了
t***2,颜色分类:01 乳白色;尺码:150/76A/XS,2021-01-30 11:29:19,很好看，但确实很透
浅***哦,颜色分类:01 乳白色;尺码:150/76A/XS,2021-01-29 20:30:06,很好看
t***2,颜色分类:01 乳白色;尺码:155/80A/S,2021-01-29 08:22:36,除了贵没毛病
周***弄,颜色分类:01 乳白色;尺码:155/80A/S,2021-01-28 15:39:27,衣服太好看了。春天了就拿出来穿，搭配率性的阔腿裤，工装裤都好看。
y***e,颜色分类:01 乳白色;尺码:155/80A/S,2021-01-28 14:00:11,好看，终于买到了
哆***梦,颜色分类:01 乳白色;尺码:155/80A/S,2021-01-28 10:31:42,果然很美
r***3,颜色分类:01 乳白色;尺码:150/76A/XS,2021-01-28 08:10:41,这次的+J系列买了三件大衣，一件真丝衬衫，都超满意
女***家,颜色分类:63 天蓝色;尺码:160/84A/M,2021-01-25 19:23:40,被人穿过的 瑕疵很多 断码就留下了
晨***i,颜色分类:01 乳白色;尺码:155/80A/S,2021-01-25 19:23:20,这款居然补货了！！！白色有小号想都不想都下单了，这件衣服的质感真是太大牌了，不知道其他的款还能不能有补货得可能
x***4,颜色分类:01 乳白色;尺码:155/80A/S,2021-01-25 15:53:31,比较薄，透，肩很大，颜色不错，适合打底穿。
t***0,颜色分类:09 黑色;尺码:155/80A/S,2021-01-24 18:53:33,好看的。
有***熊,颜色分类:01 乳白色;尺码:155/80A/S,2021-01-24 15:30:31,第一次买的时候寄过来只有袋子包装，衬衫一团，没有衣架还有股香水味，这种穿过之后又退货的买家素质真是太差！！换了一件之后包装和货物都很完好，衬衫本身还是好看的，料子真心一般，薄透的雪纺材质，飘带散开作为外套内搭不错子就留下了，毕竟买到就是赚到。
阳***林,颜色分类:09 黑色;尺码:160/84A/M,2021-01-24 13:49:38,偏大很多，买小一码就可以
等***头,颜色分类:01 乳白色;尺码:160/88A/L,2021-01-23 13:52:25,其实一般，但是不买又觉得难受
等***头,颜色分类:09 黑色;尺码:160/88A/L,2021-01-23 13:52:25,其实一般，但是不买又觉得难受
o***i,颜色分类:09 黑色;尺码:155/80A/S,2021-01-23 13:48:36,拍的这件黑s是补货的，弥补了发售时货品奇缺就没见过半件黑色的遗憾。贴图是发售当天去店里抢的唯一一件白M，早知最后会补这么多也就不用当天抢了件不合身的号了&hellip;169，M袖管长的咧，到别有一番风味了&hellip;定价很高，极薄，极透，非重磅真丝&hellip;&hellip;
e***y,颜色分类:09 黑色;尺码:160/84A/M,2021-01-23 10:58:36,样式好看 料子太薄
乐***7,颜色分类:01 乳白色;尺码:150/76A/XS,2021-01-22 21:07:00,价格是偏贵的，就是一个款式～
乐***7,颜色分类:09 黑色;尺码:155/80A/S,2021-01-22 21:06:36,价格有点偏贵的～
d***灵,颜色分类:09 黑色;尺码:155/80A/S,2021-01-22 13:35:58,更喜欢米色的，但是黑色尺码更合适，都留下了，建议尺码买小一码，喜欢这个款式。
a***e,颜色分类:01 乳白色;尺码:150/76A/XS,2021-01-22 12:18:00,很透。不过还是蛮好看的。xs合身，当时只刷到xs，可能s宽松点更随性，xs上身是正式场合也可以的风格
安***9,颜色分类:09 黑色;尺码:155/80A/S,2021-01-21 21:54:23,还不错啊，因+J爱上优衣库
t***3,颜色分类:01 乳白色;尺码:150/76A/XS,2021-01-21 17:47:26,很好，有些问题及时处理了
