displayUserNick,auctionSku,rateDate,rateContent
当***a,颜色分类:09 黑色;尺寸:165/78A/XL,2021-02-21 21:56:35,非常不好！ 穿两天裆部就全部起球。腿粗的，两腿中间会磨的不要买！裤子布料耐磨性有问题的！差评！ 问了客服，只回复说布料特性！不建议买这款！ 重不恶意差评，这裤子真不行！
t***6,颜色分类:66 蓝色;尺寸:160/70A/L,2021-02-18 14:43:12,给我妈买的居家服，合适。除夕前发货一天到。
t***9,颜色分类:66 蓝色;尺寸:160/70A/L,2021-02-17 12:36:33,满意
l***g,颜色分类:08 深灰色;尺寸:170/82A/XXL,2021-02-16 15:22:28,此用户没有填写评论!
南***沙,颜色分类:09 黑色;尺寸:165/78A/XL,2021-02-15 11:07:46,好
梁***6,颜色分类:08 深灰色;尺寸:165/78A/XL,2021-02-09 22:20:55,这条裤子真的太舒服啦，颜色也很好，很轻。
t***8,颜色分类:31 米色;尺寸:170/82A/XXL,2021-02-09 15:56:49,好
y***1,颜色分类:31 米色;尺寸:160/66A/M,2021-02-09 11:12:54,164 46kg 其实S号足够，但喜欢宽松点的感觉，买了M号，整体宽松范，卷起裤脚穿，很好看。
l***l,颜色分类:31 米色;尺寸:155/62A/S,2021-02-08 21:12:52,裤子穿着有型，颜色好看，带点薄薄的绒，南方冬天能穿！
灵***咕,颜色分类:66 蓝色;尺寸:160/70A/L,2021-02-08 19:15:42,70A有点肥大，看着160的就买了，质量还是不错，穿着也很舒服。
你***哒,颜色分类:09 黑色;尺寸:165/78A/XL,2021-02-08 09:16:16,面料舒服，穿着舒适。
玩***8,颜色分类:36 褐色;尺寸:160/70A/L,2021-02-07 16:59:28,很好
d***家,颜色分类:09 黑色;尺寸:165/78A/XL,2021-02-07 07:14:33,妈妈穿正好～～～很好
b***6,颜色分类:09 黑色;尺寸:165/78A/XL,2021-02-04 07:13:47,优衣库退换货很方便很满意。
我***告,颜色分类:09 黑色;尺寸:165/78A/XL,2021-02-03 20:30:23,此用户没有填写评论!
b***7,颜色分类:09 黑色;尺寸:160/66A/M,2021-02-03 15:11:36,此用户没有填写评论!
z***2,颜色分类:08 深灰色;尺寸:155/62A/S,2021-02-03 12:52:25,买了二条，不错，衣柜里都是优衣库的衣服。
n***3,颜色分类:08 深灰色;尺寸:170/82A/XXL,2021-02-03 11:03:10,很合适，面料手感很好，赞！
苏***鸿,颜色分类:09 黑色;尺寸:160/70A/L,2021-02-02 07:58:15,这个面料说不上来，也怪自己没有看详情，亮亮的那种感觉会静电的那种，不过内里还行，就留下了
苏***鸿,颜色分类:08 深灰色;尺寸:160/70A/L,2021-02-02 07:58:15,这个面料说不上来，也怪自己没有看详情，亮亮的那种感觉会静电的那种，不过内里还行，就留下了
l***0,颜色分类:09 黑色;尺寸:165/78A/XL,2021-02-02 07:01:05,挺暖和的，也很宽松，适合冬天穿
z***2,颜色分类:36 褐色;尺寸:155/58A/XS,2021-02-01 17:33:44,好
v***i,颜色分类:36 褐色;尺寸:155/62A/S,2021-02-01 12:28:19,不错不错，发货挺快~
猪***毛,颜色分类:08 深灰色;尺寸:165/78A/XL,2021-01-31 17:47:42,超级好！
s***6,颜色分类:09 黑色;尺寸:165/78A/XL,2021-01-31 14:18:05,好
s***6,颜色分类:66 蓝色;尺寸:165/78A/XL,2021-01-31 14:18:05,合身，170身高，裤子略短
s***6,颜色分类:31 米色;尺寸:165/78A/XL,2021-01-31 14:18:05,好
s***6,颜色分类:36 褐色;尺寸:165/78A/XL,2021-01-31 14:18:04,好
t***3,颜色分类:09 黑色;尺寸:160/66A/M,2021-01-31 09:55:42,裤子柔软，内里加绒保暖，穿着舒适。
m***r,颜色分类:08 深灰色;尺寸:160/66A/M,2021-01-31 08:34:46,很好！！早知道买多一条
游***2,颜色分类:08 深灰色;尺寸:160/70A/L,2021-01-30 19:42:56,很舒适，显瘦
舒***伊,颜色分类:08 深灰色;尺寸:160/66A/M,2021-01-30 15:06:24,好
w***n,颜色分类:08 深灰色;尺寸:160/70A/L,2021-01-29 23:19:54,很好
哝***贝,颜色分类:08 深灰色;尺寸:160/66A/M,2021-01-29 18:13:27,好几款都是实体店没货了。优衣库忠粉了。
哝***贝,颜色分类:36 褐色;尺寸:160/70A/L,2021-01-29 18:07:56,自己买了一条，感觉非常好穿。也给妈妈和婆婆各买了一条。
玩***8,颜色分类:09 黑色;尺寸:160/70A/L,2021-01-29 14:25:45,很好
诗***意,颜色分类:08 深灰色;尺寸:160/66A/M,2021-01-29 11:43:15,整体评价：可以，不显臃肿，柔软舒适
吴***a,颜色分类:09 黑色;尺寸:170/82A/XXL,2021-01-29 08:02:57,轻软舒适，回购的。物流一如既往的快。
兰***0,颜色分类:66 蓝色;尺寸:165/78A/XL,2021-01-28 15:33:15,裤子质量很好，非常舒适颜色跟图片一样。这次是回购的，赞赞赞赞赞！！！
黄***8,颜色分类:08 深灰色;尺寸:160/66A/M,2021-01-27 21:32:35,买了三个色，轻便舒适。
田***乐,颜色分类:66 蓝色;尺寸:165/78A/XL,2021-01-27 16:38:43,优衣库的东西越来越失望了，穿了半天大腿根就起球了
若***9,颜色分类:31 米色;尺寸:160/70A/L,2021-01-27 09:34:10,我的身高体重：171Cm 面料材质：舒适 版型风格：百搭 除了短了些，其他都好
4***n,颜色分类:08 深灰色;尺寸:160/70A/L,2021-01-27 09:19:14,超级柔软舒适 长短适合小个子哈哈😄 优衣库真是又便宜又好穿
