displayUserNick,auctionSku,rateDate,rateContent
寓***空,颜色分类:01 乳白色;尺码:160/90/M,2021-02-18 08:36:41,同一款式，买了3种不同颜色，面料舒服，滑滑的，非常亲肤，强烈推荐。
l***3,颜色分类:01 乳白色;尺码:160/90/M,2021-01-24 16:56:56,此用户没有填写评论!
温***t,颜色分类:01 乳白色;尺码:160/90/M,2021-01-11 07:02:07,无筋无骨，松松垮垮，睡觉舒适，见人尴尬，原价购买，略有有点傻哈😄
s***1,颜色分类:52 翠绿色;尺码:165/95/L,2021-01-10 16:05:10,挺好的，这件衣服很舒适。
s***1,颜色分类:01 乳白色;尺码:170/100/XL,2021-01-05 10:09:12,挺好的，快递很快。
一***6,颜色分类:52 翠绿色;尺码:165/95/L,2021-01-02 19:41:39,在实体店看过，买过一套，面料舒服，很喜欢
雪***6,颜色分类:52 翠绿色;尺码:170/100/XL,2020-12-17 00:07:47,太舒服啦！优衣库的家居服做的真的没得挑！
粉***鞋,颜色分类:52 翠绿色;尺码:165/95/L,2020-12-12 16:31:12,此用户没有填写评论!
t***3,颜色分类:01 乳白色;尺码:160/90/M,2020-12-09 19:29:44,衣服有点短
a***1,颜色分类:01 乳白色;尺码:155/85/S,2020-11-27 11:00:21,料子很滑很柔软舒适，想要入其他色早被抢光！
王***x,颜色分类:01 乳白色;尺码:160/90/M,2020-11-16 14:51:13,非常好
t***8,颜色分类:01 乳白色;尺码:165/95/L,2020-11-15 14:50:13,优家的质量非常好，就是款式不潮，简单大方得体面，其实我买他们家衣服就是重在舒适透气面料，一家四口都喜欢他们家的衣服，今年双11买了千来块咯，希望优惠活动大哈哈哈。我也习惯了好评。
d***0,颜色分类:01 乳白色;尺码:165/95/L,2020-11-15 12:17:22,Super cute and soft frabric
s***1,颜色分类:67 海蓝色;尺码:170/100/XL,2020-11-06 22:52:25,这款家居服特别舒服，建议购买。
爆***侠,颜色分类:52 翠绿色;尺码:165/95/L,2020-11-05 14:10:08,衣服好 服务不好 就想差评
松***菇,颜色分类:01 乳白色;尺码:170/100/XL,2020-10-17 08:31:20,上身还是挺合适的，好评
s***8,颜色分类:67 海蓝色;尺码:155/85/S,2020-10-13 18:35:08,很好，如果裤子有口袋就更好了
