displayUserNick,auctionSku,rateDate,rateContent
a***4,颜色分类:51 嫩绿色;尺码:155/85/S,2021-03-01 19:12:44,好
z***4,颜色分类:51 嫩绿色;尺码:170/100/XL,2021-02-25 09:05:28,此用户没有填写评论!
j***5,颜色分类:01 乳白色;尺码:155/85/S,2021-02-18 14:27:49,以前买的160号，现在买S号也可以。
j***5,颜色分类:07 青灰色;尺码:155/85/S,2021-02-18 14:27:49,以前在香港优衣库买过一条类似的，国内一直没有买。最近发现这款，果断买两条，比以前买的更软糯。
h***n,颜色分类:01 乳白色;尺码:165/95/L,2021-02-18 11:00:29,好看的不得了，柔软
k***宝,颜色分类:01 乳白色;尺码:165/95/L,2021-02-17 11:33:25,舒服呀，软绵绵
夏***u,颜色分类:07 青灰色;尺码:165/95/L,2021-02-14 20:03:21,舒服
t***9,颜色分类:51 嫩绿色;尺码:165/95/L,2021-02-10 12:36:24,好评
2***j,颜色分类:07 青灰色;尺码:170/100/XL,2021-02-09 15:15:02,大概两年前买过同款面料白色的优衣库居家服，今年特别想再买一件，意外发现出了套头款，毫不犹豫又入手了一套灰色，特别舒服保暖，家里地暖的情况下一件短t加这个妥妥舒服
小***七,颜色分类:01 乳白色;尺码:165/95/L,2021-02-07 10:38:57,173，54公斤，这个码可以，腿长虽然不到脚背，但是到脚踝，我觉得也ok，挺舒服的
t***1,颜色分类:51 嫩绿色;尺码:155/85/S,2021-02-06 18:12:09,舒服
小***4,颜色分类:51 嫩绿色;尺码:155/85/S,2021-02-06 15:53:40,此用户没有填写评论!
风***啊,颜色分类:51 嫩绿色;尺码:155/85/S,2021-02-05 14:29:41,还行吧 我觉得不值得这个价
1***楼,颜色分类:07 青灰色;尺码:160/90/M,2021-02-03 12:36:54,买了一套，效果很好，身高164、体重107，上衣裤子都是M，正好
丹***9,颜色分类:01 乳白色;尺码:155/85/S,2021-02-02 11:05:23,好，舒服，百搭
懒***鬼,颜色分类:01 乳白色;尺码:155/85/S,2021-02-01 21:30:43,好看舒服
陆***好,颜色分类:07 青灰色;尺码:170/100/XL,2021-02-01 10:01:08,很舒服，居家
要***g,颜色分类:51 嫩绿色;尺码:165/95/L,2021-01-30 17:01:10,168，115斤合适适合室温20度
财***零,颜色分类:07 青灰色;尺码:170/100/XL,2021-01-30 12:28:13,柔软舒适，保暖。时尚。
l***8,颜色分类:07 青灰色;尺码:160/90/M,2021-01-28 22:32:38,真的很容易勾破
t***8,颜色分类:01 乳白色;尺码:170/100/XL,2021-01-26 23:52:05,还可以
羚***i,颜色分类:51 嫩绿色;尺码:155/85/S,2021-01-26 09:52:11,软软糯糯的但味道有点大，买了一套，平时穿还行睡觉穿有的不舒服，颜色超级好看的
玩***8,颜色分类:07 青灰色;尺码:165/95/L,2021-01-25 16:03:33,很好
y***9,颜色分类:51 嫩绿色;尺码:165/95/L,2021-01-24 22:50:35,这套居家服，裤子买的绿色，上衣买的白色， 材质软糯，闭眼入
b***4,颜色分类:51 嫩绿色;尺码:170/100/XL,2021-01-24 13:31:40,价格稍微贵了，比较舒服，两个颜色我都买了整套，120斤，这个码数宽松得。想要刚好可以拍小一个码数。我还找了另外一家买的一套不同款式的才140元，质量也不错。但喜欢优衣库的这款也买了两套。
j***u,颜色分类:01 乳白色;尺码:160/90/M,2021-01-24 11:21:50,特别舒服，软绵绵！在家当家居服穿！按正常码买就可以
q***g,颜色分类:51 嫩绿色;尺码:155/85/S,2021-01-24 10:56:20,收到时候没有检查清楚，隔了两天发现大腿地方有个洞。洗完澡才穿的，也家也没有什么地方会勾到
a***8,颜色分类:01 乳白色;尺码:165/95/L,2021-01-24 09:33:14,睡衣休闲风168 55kg
懿***呀,颜色分类:51 嫩绿色;尺码:165/95/L,2021-01-23 21:02:42,喜欢喜欢
c***吹,颜色分类:51 嫩绿色;尺码:170/100/XL,2021-01-22 15:57:32,很不错，好评
藤***g,颜色分类:51 嫩绿色;尺码:160/90/M,2021-01-22 13:40:40,舒服 160 105斤买M合适 裤长也合适到脚踝 大腿有肉的话其实可以买L就是怕太长了
小***狗,颜色分类:51 嫩绿色;尺码:170/100/XL,2021-01-21 14:27:16,面料很柔软，适合家居穿
绝***5,颜色分类:01 乳白色;尺码:160/90/M,2021-01-21 00:39:43,哎呀妈呀老美了
t***1,颜色分类:01 乳白色;尺码:170/100/XL,2021-01-21 00:31:05,优衣库居家必备，174，腰略肥，裤长不太够9分，喜欢宽松，无所谓，再长点就好了～买了一套很舒服
y***t,颜色分类:51 嫩绿色;尺码:160/90/M,2021-01-20 17:08:33,不错
白***5,颜色分类:07 青灰色;尺码:165/95/L,2021-01-19 20:53:16,很舒服！
我***2,颜色分类:51 嫩绿色;尺码:160/90/M,2021-01-19 14:39:02,我觉得其实有点夸过头了
朵***6,颜色分类:07 青灰色;尺码:160/90/M,2021-01-18 22:07:43,好
牧***7,颜色分类:51 嫩绿色;尺码:165/95/L,2021-01-18 13:40:57,好
k***7,颜色分类:01 乳白色;尺码:170/100/XL,2021-01-17 12:46:03,怀孕6个月的孕妇做家居服很合适，可以穿到生哈哈哈哈，很亲肤舒适！
s***r,颜色分类:07 青灰色;尺码:155/85/S,2021-01-17 10:32:33,还不错
c***z,颜色分类:51 嫩绿色;尺码:170/100/XL,2021-01-16 21:36:11,好
奶***1,颜色分类:01 乳白色;尺码:155/85/S,2021-01-16 10:33:38,合身舒适！
z***e,颜色分类:51 嫩绿色;尺码:155/85/S,2021-01-15 18:45:36,好看的，温柔的颜色。一开始不习惯这种球球的面料，但也挺柔软
c***9,颜色分类:01 乳白色;尺码:160/90/M,2021-01-15 11:46:27,蛮好的，棒棒的，非常保暖，上海今年冬天很冷，已经用上了
l***6,颜色分类:51 嫩绿色;尺码:165/95/L,2021-01-13 12:35:24,柔软 家居服很舒服
d***z,颜色分类:07 青灰色;尺码:165/95/L,2021-01-13 08:33:33,还想入淡青色，可惜没码了
y***f,颜色分类:07 青灰色;尺码:170/100/XL,2021-01-12 22:14:42,用来搭配另外一个睡衣，不错
深***待,颜色分类:07 青灰色;尺码:160/90/M,2021-01-12 16:40:48,很暖 也可以出街穿
遥***沁,颜色分类:51 嫩绿色;尺码:160/90/M,2021-01-12 16:14:30,拍摄照片基本上符合暖光下颜色，是青草绿的颜色，光线暗的时候看会有一点米色的感觉。上下身各149元，都是聚酯纤维的，保暖性比较好，稍微容易起静电。考虑春季的时候作为宽松的上衣外穿。
