displayUserNick,auctionSku,rateDate,rateContent
郑***牛,颜色分类:32 深米色;尺码:155/80A/S,2021-02-27 09:31:04,158、47kg，s合适。衣服材质很特别，这种材质穿起来特别服帖，如果是肩膀瘦的宝宝，特别骨感。颜色很温柔很显白很有气质，又是一款看着不咋地，穿上就爱上的衣服
l***y,颜色分类:09 黑色;尺码:160/84A/M,2021-02-26 10:55:42,透
半***9,颜色分类:32 深米色;尺码:155/80A/S,2021-02-26 10:46:45,还不错
l***4,颜色分类:32 深米色;尺码:160/84A/M,2021-02-25 14:57:03,挺好
l***4,颜色分类:59 墨绿色;尺码:160/84A/M,2021-02-25 14:57:03,挺好
z***4,颜色分类:50 浅绿色;尺码:160/88A/L,2021-02-24 23:31:05,有点硬的料子，样子颜色好看
小***0,颜色分类:59 墨绿色;尺码:160/84A/M,2021-02-24 23:17:10,这件衣服真的不行。给后面人提个醒！第一是打开后就发现手感不对，简直是麻袋服，完全没有棉的手感，粗糙极了！第二是我习惯收到后先洗一下衣服，发现这件洗完后散发出一股子化学品的味道，有点臭。不知道是材料问题还是染色剂的问题？我赶快给扔了！很久没有买到这么差劲的衣服了！还号称是设计师合作款？不怕毒*消费者吗？
小***5,颜色分类:32 深米色;尺码:155/80A/S,2021-02-24 14:49:49,我的身高体重：166 96斤 有质感 推荐买
田***9,颜色分类:50 浅绿色;尺码:155/80A/S,2021-02-24 09:29:31,同时买了三件体恤，都非常满意，优衣库家今年的衣服真的是还不错！
q***7,颜色分类:32 深米色;尺码:160/88A/L,2021-02-23 12:28:39,百搭 好穿
卜***媛,颜色分类:32 深米色;尺码:150/76A/XS,2021-02-22 21:17:44,买的xs很好，配上优衣库裤子满满的高级感。
被***户,颜色分类:32 深米色;尺码:165/92A/XL,2021-02-21 22:23:23,这件衣服真的超好看 姐妹看了我试穿也说好看 很值得入手
婧***7,颜色分类:32 深米色;尺码:155/80A/S,2021-02-20 11:36:32,非常棒哦
l***n,颜色分类:59 墨绿色;尺码:155/80A/S,2021-02-19 21:17:33,158.52非常合身
季***楼,颜色分类:30 浅米色;尺码:160/88A/L,2021-02-19 14:04:30,没想象中那么透，穿肉色白色内衣还是可以的，料子确实&hellip;&hellip;要店里摸我试都不会试🤨，上身没想象中扎，但舒适度低，对这个要求高的别买，款式确实好看，简洁有型，换种面料就好了，199性价比低，这料子99都贵
我***蕊,颜色分类:30 浅米色;尺码:160/88A/L,2021-02-18 13:18:33,好看
g***7,颜色分类:32 深米色;尺码:170/100B/XXL,2021-02-18 07:53:07,满意
