displayUserNick,auctionSku,rateDate,rateContent
g***爱,颜色分类:23 橙黄色;尺码:155/80A/S,2021-02-06 18:17:18,大胸妹子还是不要了
t***1,颜色分类:23 橙黄色;尺码:155/80A/S,2021-02-03 13:14:45,我想问一下为什么退货要扣十块钱？
听***雨,颜色分类:23 橙黄色;尺码:160/88A/L,2021-02-02 10:56:20,很漂亮
w***花,颜色分类:23 橙黄色;尺码:150/76A/XS,2021-01-30 22:57:38,买的最小号，所以不觉得宽大，比想象的效果好，很喜欢
茉***心,颜色分类:23 橙黄色;尺码:160/88A/L,2021-01-30 18:56:23,此用户没有填写评论!
m***1,颜色分类:23 橙黄色;尺码:160/88A/L,2021-01-28 13:16:31,真的特别漂亮，好仙儿
小***活,颜色分类:23 橙黄色;尺码:155/80A/S,2021-01-26 20:17:47,料子不是棉的，但是摸上去很舒服，夏天穿应该很凉快，还有俩口袋，本来没打算买这件，看看这么便宜就入手了，随便套上试了一下，实际颜色比图片上深一点
李***7,颜色分类:23 橙黄色;尺码:155/80A/S,2021-01-21 10:22:47,是棉的布料，很青春
子***8,颜色分类:23 橙黄色;尺码:155/80A/S,2021-01-20 20:45:24,还没穿
大***子,颜色分类:23 橙黄色;尺码:160/84A/M,2021-01-12 15:54:21,还可以吧
墨***i,颜色分类:23 橙黄色;尺码:160/88A/L,2021-01-06 18:00:07,好
t***1,颜色分类:23 橙黄色;尺码:150/76A/XS,2020-12-14 23:31:05,看到有小码拍了一件，天热时穿
m***g,颜色分类:23 橙黄色;尺码:160/88A/L,2020-11-28 08:53:51,我爱优衣库 这条裙子质感好好 超好看的 喜欢
巧***星,颜色分类:09 黑色;尺码:155/80A/S,2020-11-16 12:08:59,还好，nice，绒布，很薄
z***6,颜色分类:23 橙黄色;尺码:165/92A/XL,2020-11-13 22:50:14,很棒
r***j,颜色分类:69 藏青色;尺码:155/80A/S,2020-11-12 21:14:13,很漂亮
z***6,颜色分类:69 藏青色;尺码:160/88A/L,2020-11-11 15:49:06,好买了又买
风***香,颜色分类:09 黑色;尺码:155/80A/S,2020-11-07 22:52:43,有光泽，好搭配
石***s,颜色分类:09 黑色;尺码:160/84A/M,2020-11-04 00:50:07,不错感觉质感很好，不过容易挂了抽丝
1***m,颜色分类:09 黑色;尺码:155/80A/S,2020-10-27 21:20:54,矮个子有点长了
x***3,颜色分类:09 黑色;尺码:160/84A/M,2020-10-25 07:11:01,好看，穿起来舒服，看见减价马上入手。
郑***轩,颜色分类:23 橙黄色;尺码:155/80A/S,2020-10-22 11:43:53,质量好，颜色好看，上身效果好，满意
泥***3,颜色分类:23 橙黄色;尺码:160/84A/M,2020-10-04 11:57:10,容易皱
j***y,颜色分类:09 黑色;尺码:160/84A/M,2020-09-20 11:16:52,很好，显瘦，希望秋天还能穿几天
c***i,颜色分类:09 黑色;尺码:150/76A/XS,2020-09-18 09:16:44,很百搭很美
t***4,颜色分类:23 橙黄色;尺码:160/88A/L,2020-09-17 17:02:28,质量挺好的，挺有光泽感，就是稍微有点出褶子
呜***铺,颜色分类:23 橙黄色;尺码:160/84A/M,2020-09-14 08:18:35,"买了黄色和黑色都好看 先说商品质量：产品总体不错，包装严实。再说商家服务：点赞啦。最后点评快递：发货很快。其他就是感谢店家打折送券活动，毕竟便宜好货更实在。希望店家多多优惠，及时通知老客户，促成回购。祝生意兴隆。 真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。"
t***2,颜色分类:09 黑色;尺码:160/84A/M,2020-08-29 21:25:41,我的身高体重：162，52.5 店里没看到，跟我想象的一样，非常满意。
v***8,颜色分类:09 黑色;尺码:160/84A/M,2020-08-27 01:34:07,很喜欢
t***1,颜色分类:09 黑色;尺码:160/84A/M,2020-08-25 17:33:51,显瘦！建议买小一码哦 这件尺码好大
j***e,颜色分类:23 橙黄色;尺码:150/76A/XS,2020-08-10 18:43:42,面料挺透的，而且很容易皱，后悔没有退货。
小***0,颜色分类:09 黑色;尺码:160/84A/M,2020-08-10 12:33:39,整体评价：舒服 面料材质：柔软 版型风格：日系 搭配建议：内搭无袖白T 我的身高体重：160，112斤，码数合适！想再买件黄色，无奈下架了
t***1,颜色分类:23 橙黄色;尺码:165/92A/XL,2020-08-02 12:48:28,此用户没有填写评论!
华***亲,颜色分类:09 黑色;尺码:160/88A/L,2020-08-01 08:00:45,好看
浅***2,颜色分类:09 黑色;尺码:160/84A/M,2020-07-27 20:32:38,随便搭个家居背心，版型设计很好。就是要注意容易磨起毛，料子还是比较凉快
宛***9,颜色分类:09 黑色;尺码:160/84A/M,2020-07-24 14:01:36,穿了一次，很舒服，好凉爽，面料柔软，有一点亮亮的线，看起来不像睡裙，很庆幸，特别好看。可惜，穿了一次出去，背了一个小包包，不到两个钟，起毛球了。郁闷～～只能手提一个小包，才不会磨裙子。
h***x,颜色分类:69 藏青色;尺码:160/88A/L,2020-07-23 19:53:05,好看
吧***y,颜色分类:23 橙黄色;尺码:155/80A/S,2020-07-23 19:30:33,好评
8***y,颜色分类:09 黑色;尺码:165/92A/XL,2020-07-19 08:18:17,好看啊，难得胖美美可以穿，非常舒服显瘦
