displayUserNick,auctionSku,rateDate,rateContent
山***4,颜色分类:53 草绿色;尺码:160/88A/L,2021-02-27 11:43:30,好
h***3,颜色分类:53 草绿色;尺码:160/88A/L,2021-02-26 18:17:18,这个绿色上身很显白，这个季节穿单薄正好
t***2,颜色分类:53 草绿色;尺码:155/80A/S,2021-02-26 10:49:39,很满意，优衣库的性价比还是很不错(*๓&acute;╰╯`๓)♡
a***p,颜色分类:53 草绿色;尺码:155/80A/S,2021-02-26 10:35:57,好看，舒适。
云***2,颜色分类:53 草绿色;尺码:155/80A/S,2021-02-26 08:50:49,没想到这么合适，好看，长度也合适。颜色也合适
锦***5,颜色分类:53 草绿色;尺码:160/84A/M,2021-02-25 22:00:19,完！美！99抢到就是赚到 超级舒服 165、108斤 这个码灰常合适！供参考
x***徐,颜色分类:27 橙褐色;尺码:155/80A/S,2021-02-25 18:57:01,颜色有点深，在实体店看没有那么深
h***y,颜色分类:53 草绿色;尺码:160/88A/L,2021-02-25 16:54:18,物美价廉颜色好看
b***2,颜色分类:53 草绿色;尺码:160/84A/M,2021-02-25 16:50:38,纯棉的，穿起来很舒服，怀孕穿刚好合适，只是穿了两个星期，有点起球球，可能是因为穿棉料子吧。
t***6,颜色分类:53 草绿色;尺码:155/80A/S,2021-02-25 16:14:19,整体评价：青春的感觉，颜色很嫩，很可爱
非***d,颜色分类:27 橙褐色;尺码:160/88A/L,2021-02-25 16:08:51,显白 好穿  比另一款圆领的质量好
t***6,颜色分类:53 草绿色;尺码:155/80A/S,2021-02-25 15:28:57,提货的多半是最后一件，皱巴巴
精***丁,颜色分类:53 草绿色;尺码:160/84A/M,2021-02-24 22:11:57,非常好 整体评价：nice
清***在,颜色分类:53 草绿色;尺码:155/80A/S,2021-02-24 19:26:08,颜色不好看&hellip;&hellip;至少我觉得不太好看但是妈妈说穿上很舒服，而且这号码好肥胖。164/60kg我妈穿S码合适。
l***7,颜色分类:53 草绿色;尺码:160/88A/L,2021-02-24 14:44:57,宝贝质量很好，应该是正品，店服热情周到，物流也很快，发货速度很给力，值得拥有和推荐一下，五星好评一个先！！  ！
t***9,颜色分类:53 草绿色;尺码:160/84A/M,2021-02-23 21:03:23,优衣库真是好。
周***3,颜色分类:53 草绿色;尺码:160/88A/L,2021-02-23 20:18:01,挺好的，主要价格便宜
馨***宝,颜色分类:53 草绿色;尺码:155/80A/S,2021-02-23 14:18:11,穿着特别舒服。幸亏没买大一号的，不然就更肥了
阳***i,颜色分类:53 草绿色;尺码:160/88A/L,2021-02-23 09:47:39,简洁但不简单，特价入的很划算。
孙***林,颜色分类:53 草绿色;尺码:155/80A/S,2021-02-22 18:21:07,168，50，穿起来刚到膝盖，衣服比较薄，我买这个号码穿起来刚好，喜欢宽松的可以买大一码。
菰***弛,颜色分类:53 草绿色;尺码:155/80A/S,2021-02-22 16:37:59,不是很挺的面料，更适合居家穿
茹***婷,颜色分类:53 草绿色;尺码:160/88A/L,2021-02-22 15:34:57,整体评价：一个五个月➕的孕妈买了这件，除了肚子哪哪都很大的😂😂，长度到膝盖下一点，我身高体重163/48，给各位参考，如果有要买的建议拍小一码。  面料材质：挺好的，不起球的那种卫衣面料  版型风格：oover size吧，估计生完孩子就太大了，超级over size了  搭配建议：打底裤
蓝***暖,颜色分类:53 草绿色;尺码:160/88A/L,2021-02-21 21:59:56,终于蹲到99包邮了，169、63公斤，尺码正常，长度到膝上5厘米。
