displayUserNick,auctionSku,rateDate,rateContent
木***n,颜色分类:59 墨绿色;尺码:155/80A/S,2021-02-27 12:10:26,好看
f***8,颜色分类:23 橙黄色;尺码:160/84A/M,2021-02-27 10:55:13,舒服 喜欢
天***5,颜色分类:59 墨绿色;尺码:155/80A/S,2021-02-26 18:26:47,跟图片一样，还不错！
z***i,颜色分类:59 墨绿色;尺码:160/88A/L,2021-02-26 16:51:38,胖纸不要选！穿着像孕妇！
边***子,颜色分类:59 墨绿色;尺码:155/80A/S,2021-02-25 19:44:57,超级好，赞👍
林***群,颜色分类:09 黑色;尺码:155/80A/S,2021-02-25 15:03:14,怀孕买了做居家睡衣的，面料不错！
叶***凋,颜色分类:09 黑色;尺码:160/88A/L,2021-02-25 11:57:05,我买的有点肥了，应该按正常码数买m**。腰里扎个带子还可以，居家穿，不换了。质量做工挺好。
b***t,颜色分类:01 乳白色;尺码:160/84A/M,2021-02-25 11:35:41,整体评价：质量很好，根据小红书穿搭买的，穿着很好看，但是单穿不行，单穿像睡衣。
默***y,颜色分类:50 浅绿色;尺码:155/80A/S,2021-02-24 09:47:35,挺好的，矮个子也能穿
c***杰,颜色分类:09 黑色;尺码:160/84A/M,2021-02-23 18:30:24,之前在店里买的蓝色，这次又把黑色买了
j***9,颜色分类:50 浅绿色;尺码:155/80A/S,2021-02-23 17:17:23,颜色很清爽，是喜欢的浅绿色
薇***咪,颜色分类:59 墨绿色;尺码:160/88A/L,2021-02-23 16:17:43,有最喜欢的墨绿色毫不犹豫的买一件吧
我***姐,颜色分类:59 墨绿色;尺码:160/88A/L,2021-02-23 12:16:55,还可以吧，要搭配
冯***妹,颜色分类:23 橙黄色;尺码:160/88A/L,2021-02-23 11:10:39,面料材质：非常舒适的面料 颜色和图片一致  我的身高体重：173 55kg 160L码可以到膝盖下～
w***8,颜色分类:59 墨绿色;尺码:160/88A/L,2021-02-22 21:13:43,170高，68公斤，肩宽40，胸围98，尺码正好，立体剪裁非常合身，性价比太高了
c***n,颜色分类:59 墨绿色;尺码:165/92A/XL,2021-02-21 20:57:17,偏长，但是很喜欢
m***j,颜色分类:59 墨绿色;尺码:160/88A/L,2021-02-21 12:27:01,164，57kg，160正合适
f***6,颜色分类:59 墨绿色;尺码:160/88A/L,2021-02-21 11:44:21,够宽松
1***b,颜色分类:50 浅绿色;尺码:165/92A/XL,2021-02-21 09:38:34,跟，实体店里看的一样，质量好大小也合适
t***2,颜色分类:09 黑色;尺码:160/88A/L,2021-02-20 21:03:37,好看的
佳***望,颜色分类:09 黑色;尺码:155/80A/S,2021-02-20 19:40:08,整体评价：优衣库的衣服真的很赞，很百搭的一件衣服，搭短款长款各有各的味道，可以随时换个风格。 面料材质：面料很舒服，贴身，优衣库的质量绝对放心。 我的身高体重：本人160，体重105，选的S，大小还好。还想入说一件浅绿色，嘻嘻嘻😁😁😁&hellip;&hellip;
