displayUserNick,auctionSku,rateDate,rateContent
胡***3,颜色分类:69 藏青色;尺码:160/88A/L,2021-02-13 11:39:04,除了有点显胖其他都挺好，这不能怪衣服，只能怪自己是真的太胖（哇的一声哭出来）
j***3,颜色分类:69 藏青色;尺码:160/84A/M,2021-02-08 15:24:25,衣服是好看的。可原价买优衣库有点不甘心哈。看在没货了还是留下了。估计春天来了也不愿穿深沉的衣服了。。。到时可能又会后悔😂
漠***8,颜色分类:09 黑色;尺码:160/88A/L,2021-01-18 13:24:32,衣服超级好看 给我老公也买了好几件
m***6,颜色分类:69 藏青色;尺码:160/84A/M,2021-01-14 11:34:03,藏蓝色很好看
李***0,颜色分类:69 藏青色;尺码:160/88A/L,2021-01-09 21:01:18,犹豫好久留下，侧面好于正面
有***棍,颜色分类:69 藏青色;尺码:160/84A/M,2021-01-08 13:21:46,哇塞，被同事夸了一个遍，神仙衣服，但是粘毛非常严重哦
新***1,颜色分类:09 黑色;尺码:150/76A/XS,2021-01-04 09:14:42,当风衣穿非常帅，布料比较硬
t***9,颜色分类:69 藏青色;尺码:160/84A/M,2021-01-01 11:41:37,还不错！
t***l,颜色分类:69 藏青色;尺码:155/80A/S,2020-12-31 21:53:24,买了两个颜色，个人觉得藏青色比黑色的好看些
s***n,颜色分类:69 藏青色;尺码:160/84A/M,2020-12-30 12:06:16,版型很好
g***4,颜色分类:09 黑色;尺码:150/76A/XS,2020-12-29 12:41:22,版型很酷 xs码刚好 帅
s***o,颜色分类:69 藏青色;尺码:160/88A/L,2020-12-27 16:26:10,还行，肩膀宽的就算了
c***i,颜色分类:69 藏青色;尺码:160/88A/L,2020-12-26 14:21:07,非常好，有气质
生***8,颜色分类:69 藏青色;尺码:150/76A/XS,2020-12-26 08:28:37,大概看了一下评价 说偏大，想都没想直接选了XS，还是草率了哈哈哈哈，163/50，S码应该效果更好！这款不适合太贴身，宽松点才能好看。藏青色比较暗系，领口系紧的话emmmmm，还是把领口扒拉开一点，露出脖子好一点。
s***1,颜色分类:09 黑色;尺码:155/80A/S,2020-12-23 14:55:44,黑色跟去参加葬礼似的
w***9,颜色分类:69 藏青色;尺码:160/88A/L,2020-12-22 23:43:55,建议体重没有150以上的不要买L，撑不起来太垮。买了也要退的。这个版型本来就是宽松款。选自己本身的尺码就行的。如果有可能可以选小一码效果会比较好
s***e,颜色分类:09 黑色;尺码:160/84A/M,2020-12-22 20:40:11,喜欢
思***梵,颜色分类:09 黑色;尺码:155/80A/S,2020-12-20 11:59:33,衣服版型大，这件感觉要比平时小两个码。衣服版型很好，设计没得说
t***5,颜色分类:69 藏青色;尺码:160/84A/M,2020-12-18 16:07:28,163，98，衬衣裙材质特别好，很挺，很有气势，能穿好多年，而且这个蝴蝶结真的太有设计感，收腰而且裙子不沉闷。也挺厚实的，冬天穿大衣里面也挺搭的。
靖***6,颜色分类:69 藏青色;尺码:160/84A/M,2020-12-18 15:12:57,偏大，偏厚，腰带穿过区域能看到肉肉。不过款式很中性，很飒。
9***旭,颜色分类:69 藏青色;尺码:160/88A/L,2020-12-17 19:02:32,身高174体重120穿着刚刚好
w***3,颜色分类:09 黑色;尺码:160/84A/M,2020-12-17 15:15:23,此用户没有填写评论!
t***9,颜色分类:69 藏青色;尺码:160/88A/L,2020-12-14 13:32:43,可以这个季节没法穿
r***8,颜色分类:69 藏青色;尺码:160/88A/L,2020-12-14 04:37:31,好。
1***y,颜色分类:69 藏青色;尺码:155/80A/S,2020-12-13 19:27:06,可以，留下了
