displayUserNick,auctionSku,rateDate,rateContent
l***6,颜色分类:10 水粉色;尺码:160/88A/L,2021-02-27 00:22:55,我的身高体重：160 101 搭配建议：我的镜子比较显瘦点，衣服洗了之后感觉变长了12未洗
z***3,颜色分类:10 水粉色;尺码:160/84A/M,2021-02-26 16:17:30,材质柔软，中规中矩吧
裸***落,颜色分类:10 水粉色;尺码:170/100B/XXL,2021-02-26 09:55:31,质量不错，粉粉的
1***y,颜色分类:10 水粉色;尺码:155/80A/S,2021-02-26 09:38:40,赞👍。
晴***z,颜色分类:10 水粉色;尺码:155/80A/S,2021-02-25 19:56:20,喜欢
s***c,颜色分类:10 水粉色;尺码:160/84A/M,2021-02-25 15:11:05,颜色好看
简***笑,颜色分类:10 水粉色;尺码:160/88A/L,2021-02-25 08:55:47,灰粉，传说中的脏脏粉。料子不是很厚，但是软软的很舒服。奔着倪妮同款来买的，满意。
不***妹,颜色分类:10 水粉色;尺码:155/80A/S,2021-02-24 12:58:01,宽松版，好看
会***6,颜色分类:10 水粉色;尺码:160/88A/L,2021-02-24 07:27:58,颜色也好看，尺寸也合适，质量也很不错。
越***8,颜色分类:10 水粉色;尺码:155/80A/S,2021-02-23 17:52:14,面料很舒服，款式好看，就是感觉好大好大。可能我只能买最小码
k***n,颜色分类:10 水粉色;尺码:165/92A/XL,2021-02-23 17:01:54,可吧就是客服永远都不回你呵呵
a***e,颜色分类:10 水粉色;尺码:160/88A/L,2021-02-22 17:55:19,宝贝收到了，好评
夜***1,颜色分类:10 水粉色;尺码:160/88A/L,2021-02-22 11:08:42,挺好的，毛圈内里，正好穿，推荐
满***n,颜色分类:10 水粉色;尺码:155/80A/S,2021-02-21 23:26:20,很舒服
l***6,颜色分类:10 水粉色;尺码:170/100B/XXL,2021-02-21 21:52:01,卫衣颜色属于脏脏粉
t***0,颜色分类:10 水粉色;尺码:165/92A/XL,2021-02-21 12:42:14,实体店看中的，网上购买，优衣库品质优秀
j***3,颜色分类:10 水粉色;尺码:160/88A/L,2021-02-20 20:58:43,奔着倪妮买的。真好看，料子可舒服了
麻***托,颜色分类:10 水粉色;尺码:160/84A/M,2021-02-20 16:18:02,颜色好看
空***9,颜色分类:10 水粉色;尺码:160/88A/L,2021-02-19 19:42:57,质量不错，版型有点短粗胖
会***丫,颜色分类:10 水粉色;尺码:160/84A/M,2021-02-19 15:05:02,饱和度低的粉色真好看(｡･&omega;･｡)ﾉ♡
z***d,颜色分类:10 水粉色;尺码:160/84A/M,2021-02-18 22:02:01,领口比较小，其他还行，宽松版
t***2,颜色分类:10 水粉色;尺码:175/108C/XXXL,2021-02-18 19:26:15,柔柔软软 宽宽松松很舒服 蒙娜丽莎刺绣太可爱了
j***7,颜色分类:10 水粉色;尺码:150/76A/XS,2021-02-18 18:29:27,真的低档小区不配用顺丰这么高大上的快递。一个快递点临时搞两天，又撤掉，要么自己加钱1块放菜鸟，要么就是被我*着九点多送上门。不要联系我，单纯吐槽下，小哥也很可怜。但是顺丰服务越做越差，最后会怎么倒闭自己心里有数就行。真心不想再跟顺丰打交道了，请南京地区优衣库换个快递吧
一***树,颜色分类:10 水粉色;尺码:165/92A/XL,2021-02-18 10:38:10,超宽松版，给女儿买的，估计买大了，没有试穿，颜色很好看，很柔和的粉。
a***4,颜色分类:10 水粉色;尺码:170/100B/XXL,2021-02-17 17:34:50,好
蒙***7,颜色分类:10 水粉色;尺码:170/100B/XXL,2021-02-17 13:20:50,好
a***8,颜色分类:10 水粉色;尺码:160/84A/M,2021-02-17 09:47:55,非常好的一次购物体验，发货快，货品好，就算是春节也没有耽搁我穿新衣的节奏，大大的赞一个！
t***0,颜色分类:10 水粉色;尺码:155/80A/S,2021-02-16 11:10:33,161 88斤买的s码 天气暖和再穿
f***3,颜色分类:10 水粉色;尺码:170/100B/XXL,2021-02-13 12:55:50,挺不错的
沈***貘,颜色分类:10 水粉色;尺码:175/108C/XXXL,2021-02-13 12:42:07,164穿3xl是比较oversize的感觉，很好看，2xl应该也是比较宽松的。店里看好了颜色网购的，饱和度没有产品图这么高，是很好看的淡粉色，很奶的粉色~
贺***w,颜色分类:10 水粉色;尺码:165/92A/XL,2021-02-11 11:30:53,这款是脏粉色，不是很奶油明艳的那种粉
