displayUserNick,auctionSku,rateDate,rateContent
l***e,颜色分类:12 桃红色;尺码:160/88A/L,2021-02-27 15:46:47,给我妈买的，很好看。妈妈很喜欢。
t***6,颜色分类:16 红色;尺码:165/92A/XL,2021-02-27 14:11:57,非常棒，很满意。
k***x,颜色分类:09 黑色;尺码:165/92A/XL,2021-02-27 12:39:27,行，十分期待
茱***2,颜色分类:01 乳白色;尺码:165/92A/XL,2021-02-27 12:22:52,喜欢的。质量好
花***尘,颜色分类:71 浅蓝紫色;尺码:165/92A/XL,2021-02-27 11:05:30,颜色好看，穿起来宽松舒服，适合这几天穿。
s***4,颜色分类:71 浅蓝紫色;尺码:160/88A/L,2021-02-27 11:05:23,整体评价：保暖舒适 面料材质：柔软舒适 版型风格：不修身，身材怎么样穿出来怎么样
t***4,颜色分类:16 红色;尺码:160/88A/L,2021-02-27 10:37:35,挺好的！喜欢才再次下手
小***1,颜色分类:09 黑色;尺码:160/84A/M,2021-02-27 10:22:33,真是物美价廉
h***g,颜色分类:01 乳白色;尺码:165/92A/XL,2021-02-27 09:44:13,软和，舒服，很满意
嘿***改,颜色分类:12 桃红色;尺码:160/84A/M,2021-02-27 08:49:28,给妈妈穿合适
x***2,颜色分类:71 浅蓝紫色;尺码:165/92A/XL,2021-02-27 07:18:56,优衣库的衣服很棉很暖和，质量比别的牌子的好，除了有点掉毛毛，性价比很高。
生***7,颜色分类:71 浅蓝紫色;尺码:165/92A/XL,2021-02-26 22:49:07,好穿又舒适，暖和。买来和女儿搭亲子装的。
t***0,颜色分类:30 浅米色;尺码:160/88A/L,2021-02-26 19:44:49,好
t***u,颜色分类:30 浅米色;尺码:160/88A/L,2021-02-26 18:33:37,很轻也很暖，有活动价格就又买了一件
l***0,颜色分类:09 黑色;尺码:160/84A/M,2021-02-26 18:30:41,优衣库质量真的好好。
t***5,颜色分类:16 红色;尺码:155/80A/S,2021-02-26 13:45:11,很暖！碰上便宜的时候，就是想要的颜色无了。
t***5,颜色分类:09 黑色;尺码:155/80A/S,2021-02-26 13:45:11,很暖！碰上便宜的时候，就是想要的颜色无了。
d***笔,颜色分类:71 浅蓝紫色;尺码:165/92A/XL,2021-02-26 09:20:41,好
云***2,颜色分类:71 浅蓝紫色;尺码:160/88A/L,2021-02-26 08:50:49,颜色太深紫了，不好看给我妈了，我以为图片色，比图深很多
虞***坡,颜色分类:09 黑色;尺码:160/84A/M,2021-02-26 06:24:34,暖和 不用手揪 不会掉毛
t***6,颜色分类:30 浅米色;尺码:165/92A/XL,2021-02-25 23:16:12,这衣服挺好的，就是有点掉毛起球不耐脏
m***7,颜色分类:60 浅蓝色;尺码:160/84A/M,2021-02-25 21:30:28,挺好&hellip; 就是有点薄 不掉毛
曾***1,颜色分类:30 浅米色;尺码:160/84A/M,2021-02-25 19:53:28,买过一件，穿着舒服，再入手一件，尺码标准
t***9,颜色分类:30 浅米色;尺码:160/88A/L,2021-02-25 18:21:15,手感爆炸好，只适合瘦的人穿
可***6,颜色分类:12 桃红色;尺码:165/92A/XL,2021-02-25 15:33:39,买大两个码，穿着效果很好
t***2,颜色分类:71 浅蓝紫色;尺码:160/88A/L,2021-02-25 14:05:39,一如既往的喜欢
雯***5,颜色分类:12 桃红色;尺码:160/88A/L,2021-02-25 13:39:17,实物跟实体店一模一样
糊***窝,颜色分类:16 红色;尺码:165/92A/XL,2021-02-25 13:22:07,很热情的卖家，下次还来。质量非常好真出乎我的意料。包装非常仔细。祝生意兴隆
m***9,颜色分类:71 浅蓝紫色;尺码:160/88A/L,2021-02-25 10:35:00,紫色好看 关键是这个衣服很方便 我当运动外套穿 轻便 保暖
s***9,颜色分类:30 浅米色;尺码:155/80A/S,2021-02-25 09:44:21,很好
荷***曳,颜色分类:71 浅蓝紫色;尺码:160/84A/M,2021-02-25 08:30:15,虽然是，长绒摇粒绒的外套，但是质地太薄了，还不如我以前买的短绒的那个厚一些，质量一般，胜在舒服
l***1,颜色分类:71 浅蓝紫色;尺码:165/92A/XL,2021-02-24 23:03:43,生完孩子163 65kg 穿这个码刚好宽松 怕夜里冷还能当睡衣
唐***0,颜色分类:71 浅蓝紫色;尺码:160/88A/L,2021-02-24 22:13:35,很好看 是我喜欢的款 以前买过粉色 又来买件紫色 便宜好穿 当居家服买的宽松点L号舒适
c***k,颜色分类:09 黑色;尺码:160/88A/L,2021-02-24 21:32:38,好
s***2,颜色分类:16 红色;尺码:160/88A/L,2021-02-24 20:51:17,不错，一直等有货
爱***小,颜色分类:16 红色;尺码:165/92A/XL,2021-02-24 20:27:39,不错啊，暖和！
l***阳,颜色分类:71 浅蓝紫色;尺码:160/88A/L,2021-02-24 18:59:02,好评
时***3,颜色分类:30 浅米色;尺码:160/84A/M,2021-02-24 17:31:03,可能是材质原因，里面套的衣服会很掉很多毛毛
气***0,颜色分类:01 乳白色;尺码:160/88A/L,2021-02-24 16:48:25,好
m***i,颜色分类:01 乳白色;尺码:165/92A/XL,2021-02-24 15:45:40,胖子穿 真的很胖 可是暖 还软 家里穿 套羽绒服都ok
2***c,颜色分类:01 乳白色;尺码:160/84A/M,2021-02-24 15:43:22,可以
神***盒,颜色分类:12 桃红色;尺码:160/88A/L,2021-02-24 15:22:01,不错 不错
神***盒,颜色分类:16 红色;尺码:165/92A/XL,2021-02-24 15:22:01,不错
f***5,颜色分类:60 浅蓝色;尺码:160/88A/L,2021-02-24 13:32:05,非常好，超级暖和，居家外出都可以穿！户外活动的时候穿，又轻又保暖，太舒服了。我买大了一码，很合身。售后服务也很赞。优衣库铁粉~
l***3,颜色分类:09 黑色;尺码:155/80A/S,2021-02-24 12:50:16,整体评价：超暖和 面料材质：超舒服
l***3,颜色分类:09 黑色;尺码:160/88A/L,2021-02-24 12:50:16,整体评价：超级划算 会再来
欧***a,颜色分类:01 乳白色;尺码:160/88A/L,2021-02-24 11:24:20,活动价划算
l***1,颜色分类:01 乳白色;尺码:160/88A/L,2021-02-24 10:46:34,暖和舒服
z***0,颜色分类:30 浅米色;尺码:160/84A/M,2021-02-24 10:15:46,此用户没有填写评论!
丰***良,颜色分类:30 浅米色;尺码:155/80A/S,2021-02-23 21:35:36,非常满意    质量一如既往的好    会再回来
m***5,颜色分类:60 浅蓝色;尺码:160/88A/L,2021-02-23 19:47:24,大意了，应该买xl。现在做内搭很合适，外穿还是买大一码更好
p***0,颜色分类:71 浅蓝紫色;尺码:160/84A/M,2021-02-23 18:52:25,此用户没有填写评论!
我***6,颜色分类:30 浅米色;尺码:160/88A/L,2021-02-23 17:12:12,挺好的
w***8,颜色分类:16 红色;尺码:160/88A/L,2021-02-23 16:15:48,质量好，颜色好，外穿要大一码才好看。
s***香,颜色分类:60 浅蓝色;尺码:165/92A/XL,2021-02-23 14:02:42,一如即往的喜欢，穿着舒适，居家必备单品&hellip;
y***d,颜色分类:16 红色;尺码:165/92A/XL,2021-02-23 13:03:23,很好
y***d,颜色分类:12 桃红色;尺码:150/76A/XS,2021-02-23 13:03:11,很好
m***9,颜色分类:60 浅蓝色;尺码:165/92A/XL,2021-02-23 12:08:20,好
m***9,颜色分类:16 红色;尺码:165/92A/XL,2021-02-23 12:08:20,好
轻***山,颜色分类:01 乳白色;尺码:155/80A/S,2021-02-23 11:21:16,好白哦
a***p,颜色分类:71 浅蓝紫色;尺码:165/92A/XL,2021-02-23 10:33:25,版型较瘦，买大一码合适
g***8,颜色分类:01 乳白色;尺码:160/84A/M,2021-02-23 08:39:21,不错，很满意的一次购物！
